sale_id,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
11285,453752,143,814,3,2,2,4,8,AT,2,T,35-50W,29.2,2,1,1,1,2,2,150,4,270,4755,1811,1455,1980,1560,5,2920,1531,1572
11286,978089,307,12,3,2,1,1,5,MT,1.5,L,5-8W,8.2,1,1,1,1,2,1,80,4,140,4631,1789,1470,1625,1250,5,2650,1502,1492
11287,437598,33,638,2,1,1,1,6,DCT,2,T,10-15W,15.6,1,1,1,1,2,1,145,4,315,4549,1835,1700,2235,1725,5,2720,1565,1565
11288,603972,246,872,3,2,4,4,0,CVT,2.5,L,50-75W,47.9,1,1,1,1,2,2,140,6,250,5015,1874,1455,2310,1800,5,3012,1627,1618
11289,350259,95,750,3,2,1,4,7,DCT,1.4,T,15-20W,12.9,1,1,1,1,2,1,96,4,225,4598,1826,1425,1825,1325,5,2656,1580,1554
11290,905745,24,761,2,1,3,2,6,AT,1.4,T,10-15W,-,1,1,1,1,2,1,103,4,200,4278,1774,1646,1840,1420,5,2555,1540,1540
11291,739296,6,290,2,3,3,7,5,MT,1.8,L,5-8W,8.6,1,1,1,1,2,1,101,4,186,4685,1785,1745,1900,1410,6月7日,2750,1530,1525
11292,576298,8,304,2,3,2,1,5,MT,2,L,5-8W,-,2,1,1,3,2,1,89,4,168,5115,1720,1960,2415,1830,7月8日,3000,1445,1420
11293,304458,83,106,3,2,1,5,0,CVT,1.8,L,10-15W,-,1,1,1,3,2,1,103,4,173,4545,1760,1490,1790,1320,5,2600,1525,1520
11294,304458,33,106,3,2,1,5,0,CVT,1.8,L,10-15W,-,1,1,1,3,2,1,103,4,173,4545,1760,1490,1790,1320,5,2600,1525,1520
11295,125403,41,761,2,3,2,2,6,AT,2.4,L,35-50W,-,1,1,1,1,2,1,120,4,225,5213,1847,1750,2380,1840,7,3088,1586,1596
11296,651347,365,537,2,2,3,5,0,CVT,1.5,L,8-10W,8.4,1,1,1,1,2,1,96,4,155,4065,1695,1525,1500,1078,5,2530,1480,1465
11297,103507,12,831,2,1,3,3,6,MT,1.6,L,10-15W,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5,2590,1557,1570
11298,963845,152,836,2,1,3,3,6,AT,1.6,L,10-15W,13.6,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1622,1752,1341,5,2590,1557,1570
11299,304458,8,106,3,2,1,5,5,MT,1.6,L,10-15W,13.7,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1265,5,2700,1535,1535
11300,409854,17,638,2,1,1,1,6,MT,2,T,10-15W,-,1,3,1,3,2,1,110,4,310,4640,1825,1690,2125,1660,5,2680,1565,1565
11301,409854,9,638,2,1,1,1,6,MT,2,T,10-15W,10.4,1,3,1,3,2,1,110,4,310,4640,1825,1690,2125,1660,5,2680,1565,1565
11302,649213,5,75,3,2,2,2,6,AT,2,T,25-35W,-,2,1,1,1,2,2,164,4,353,4730,1824,1421,1996,1600,5,2860,1535,1578
11303,713651,43,537,3,2,1,5,5,AT,1.8,L,10-15W,-,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
11304,290854,9,537,2,1,1,5,0,CVT,2.4,L,15-20W,17,3,1,1,1,2,1,137,4,243,4585,1820,1685,2100,1640,5,2620,1580,1580
11305,321683,34,750,3,2,1,4,5,MT,1.4,T,15-20W,-,1,1,1,3,2,1,96,4,220,4644,1778,1482,1840,1350,5,2651,1535,1532
11306,714152,22,750,2,1,1,4,6,AT,1.8,T,25-35W,-,3,1,1,1,2,1,118,4,250,4506,1809,1685,2160,1710,5,2684,1569,1571
11307,978089,167,12,3,2,1,1,5,MT,1.5,L,5-8W,8,1,1,1,1,2,1,80,4,140,4631,1789,1470,1625,1250,5,2650,1502,1492
11308,379876,63,985,3,2,1,6,5,MT,1.6,L,10-15W,21.8,1,1,1,1,2,1,86,4,150,4558,1805,1505,1774,1325,5,2612,1525,1522
11309,735971,69,761,3,2,1,2,5,MT,1.6,L,10-15W,10.8,1,1,1,3,2,1,89,4,150,4671,1815,1478,1790,1380,5,2685,1544,1558
11310,732758,21,814,2,1,1,4,6,AT,2,L,25-35W,-,2,1,1,3,2,2,122,4,195,4477,1798,1577,2010,1580,5,2760,1500,1529
11311,468392,11,537,3,2,2,5,0,CVT,2.4,L,20-25W,-,1,1,1,1,2,1,137,4,243,4930,1845,1470,1970,1545,5,2775,1585,1580
11312,713651,6,537,3,2,1,5,5,AT,2,L,10-15W,-,1,1,1,3,2,1,114,4,190,4535,1755,1450,1720,1315,5,2670,1495,1520
11313,416749,14,537,2,1,3,5,0,CVT,1.8,L,10-15W,14.9,1,1,1,3,2,1,100,4,169,4270,1772,1605,1775,1295,5,2610,1540,1530
11314,713651,6,537,3,2,1,5,5,MT,1.8,L,10-15W,-,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1225,5,2670,1495,1520
11315,713651,19,537,3,2,1,5,5,MT,1.8,L,10-15W,-,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1225,5,2670,1495,1520
11316,425432,46,750,3,2,1,4,7,DCT,1.4,T,10-15W,-,1,1,1,3,2,1,96,4,225,4605,1765,1460,1815,1305,5,2610,1517,1493
11317,732758,42,814,2,1,1,4,6,AT,2,L,25-35W,-,2,1,1,3,2,2,122,4,195,4477,1798,1577,2010,1580,5,2760,1500,1529
11318,905745,6,761,2,1,3,2,6,AT,1.4,T,10-15W,14,1,1,1,1,2,1,103,4,200,4278,1774,1646,1840,1420,5,2555,1540,1540
11319,178529,713,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3810,1510,1820,1575,950,7,2500,1290,1290
11320,739296,24,290,2,3,3,7,5,MT,1.5,L,5-8W,7.9,1,1,1,1,2,1,82,4,146.5,4685,1785,1715,1920,1435,6月7日,2750,1530,1525
11321,576298,8,304,2,3,2,1,5,MT,2,L,5-8W,-,2,1,1,3,2,1,89,4,168,5115,1720,1960,2415,1830,7月8日,3000,1445,1420
11322,379876,7,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,1,2,1,86,4,150,4558,1805,1505,1774,1325,5,2612,1525,1522
11323,291086,536,761,3,2,2,2,6,AT,2,L,20-25W,-,1,1,1,3,2,1,113,4,190,4830,1856,1484,2020,1585,5,2737,1585,1587
11324,304458,8,106,3,2,1,5,5,MT,1.6,L,10-15W,10.2,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1265,5,2700,1535,1535
11325,178529,342,98,1,4,-,1,5,MT,1.2,L,5WL,-,2,1,1,3,2,1,60.3,4,115,3797,1510,1820,1575,965,7,2500,1290,1290
11326,854079,259,537,3,2,1,5,5,AT,1.8,L,10-15W,-,1,1,1,3,2,1,102,4,172,4650,1750,1505,1650,1275,5,2650,1500,1485
11327,854079,284,537,3,2,1,5,5,AT,1.8,L,10-15W,-,1,1,1,3,2,1,102,4,172,4650,1750,1505,1650,1275,5,2650,1500,1485
11328,136916,281,106,3,2,2,5,6,AT,2,L,15-20W,23.1,1,1,1,1,2,1,123,4,199,4850,1825,1480,2000,1475,5,2775,1575,1560
11329,628041,218,750,2,2,1,4,7,DCT,1.4,T,15-20W,-,1,1,1,3,2,1,96,4,225,4255,1799,1452,1760,1280,5,2637,1549,1520
11330,265980,83,783,2,3,3,1,5,MT,1.3,L,5-8W,-,2,1,1,3,1,1,68,4,120,4360,1685,1820,1835,1235,7月8日,2750,1425,1435
11331,559132,124,692,3,2,2,5,0,CVT,2,L,20-25W,-,1,1,1,3,2,1,104,4,190,4868,1830,1490,1870,1458,5,2775,1585,1585
11332,221795,46,872,2,1,1,4,7,DCT,2,T,25-35W,27.9,3,1,1,1,2,2,125,4,280,4385,1831,1589,2150,1670,5,2603,1571,1575
11333,136916,213,106,3,2,2,5,6,AT,2,L,15-20W,16.5,1,1,1,1,2,1,123,4,199,4850,1825,1480,2000,1475,5,2775,1575,1560
11334,350259,198,750,3,2,1,4,7,DCT,1.4,T,15-20W,15,1,1,1,1,2,1,110,4,250,4598,1826,1425,1865,1365,5,2656,1580,1554
11335,350259,387,750,3,2,1,4,7,DCT,1.4,T,15-20W,15.2,1,1,1,1,2,1,110,4,250,4598,1826,1425,1865,1365,5,2656,1580,1554
11336,349023,19,450,2,2,1,2,6,AT,1.6,L,10-15W,10.2,1,1,1,3,2,1,86,4,155,4510,1797,1477,1803,1395,5,2685,1545,1567
11337,914348,149,750,2,2,3,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,3970,1682,1462,1610,1130,5,2470,1463,1456
11338,854079,227,537,3,2,1,5,5,AT,1.8,L,10-15W,-,1,1,1,3,2,1,102,4,172,4650,1750,1505,1650,1275,5,2650,1500,1485
11339,425432,573,750,3,2,1,4,6,AT,1.6,L,10-15W,11.3,1,1,1,1,2,1,81,4,155,4605,1765,1460,1775,1265,5,2610,1517,1493
11340,308913,16,750,2,2,1,4,7,DCT,1.4,T,15-20W,11,1,1,1,1,2,1,96,4,225,4445,1765,1485,1810,1300,5,2610,1517,1493
11341,819061,16,831,2,1,1,3,6,AT,2.4,L,15-20W,-,3,1,1,3,2,1,128,4,226,4450,1855,1635,2050,1580,5,2640,1614,1615
11342,978089,19,12,2,2,1,1,5,MT,1.5,L,5-8W,8.8,1,1,1,1,2,1,80,4,140,4425,1789,1470,1611,1236,5,2650,1502,1492
11343,482497,108,872,2,1,2,4,8,AT,2,T,35-50W,54.2,3,1,1,1,2,2,165,4,350,4629,1898,1655,2365,1900,5,2807,1617,1614
11344,304458,17,106,3,2,1,5,6,MT,1.8,L,10-15W,-,1,1,1,3,2,1,103,4,173,4545,1760,1490,1790,1305,5,2600,1525,1520
11345,527809,22,953,3,2,4,4,7,AT,3,L,35-50W,-,2,1,1,3,2,2,180,6,300,5012,1855,1464,2385,1845,5,3014,1580,1599
11346,527809,6,953,3,2,4,4,7,AT,3,L,35-50W,-,2,1,1,3,2,2,180,6,300,5012,1855,1464,2385,1845,5,3014,1580,1599
11347,527809,22,953,3,2,4,4,7,AT,3,L,35-50W,-,2,1,1,3,2,2,180,6,300,5012,1855,1464,2385,1845,5,3014,1580,1599
11348,854079,49,537,3,2,1,5,5,AT,1.8,L,10-15W,-,1,1,1,1,2,1,102,4,172,4650,1750,1505,1650,1275,5,2650,1500,1485
11349,739296,120,290,2,3,3,7,5,MT,1.8,L,5-8W,8,1,1,1,3,2,1,101,4,186,4685,1785,1745,1900,1380,6月7日,2750,1530,1525
11350,482497,103,872,2,1,2,4,8;7,AT;DCT,2,T,35-50W,-,3,1,1,3,2,2,155,4,350,4629,1880,1653,2320,1900,5,2807,1617,1613
11351,304458,91,106,3,2,1,5,0,CVT,1.6,L,10-15W,12.5,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1285,5,2700,1535,1535
11352,354068,18,692,3,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,1,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
11353,914348,19,750,2,2,3,4,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,3970,1682,1462,1572,1092,5,2470,1463,1456
11354,914348,37,750,2,2,3,4,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,3970,1682,1462,1572,1092,5,2470,1463,1456
11355,321683,68,750,3,2,1,4,5,MT,1.4,T,15-20W,-,1,1,1,3,2,1,96,4,220,4544,1760,1461,1910,1405,5,2578,1539,1528
11356,735971,619,761,3,2,1,2,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,89,4,150,4671,1815,1478,1820,1410,5,2685,1544,1558
11357,289386,10,813,3,2,1,5,6,AT,2,L,10-15W,14.8,1,1,1,1,2,1,116,4,202,4582,1795,1458,1855,1343,5,2700,1555,1560
11358,290854,89,537,2,1,1,5,5,AT,2.4,L,15-20W,-,3,1,1,3,2,1,140,4,222,4550,1820,1685,2100,1625,5,2620,1565,1565
11359,576298,63,304,2,3,2,1,5,MT,1.6,L,5-8W,10.4,2,1,1,1,2,1,83,4,138,4680,1695,1940,2145,1545,7月8日,2800,1445,1420
11360,379876,42,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,150,4558,1805,1505,1774,1325,5,2612,1525,1522
11361,580634,28,692,2,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,93,4,154,4295,1760,1523,1630,1206,5,2700,1540,1540
11362,248352,25,831,3,2,3,3,4,AT,1.4,L,8-10W,8.9,1,1,1,1,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
11363,671482,44,637,2,1,3,2,6,DCT,1.5,L,10-15W,-,1,1,1,1,2,1,81,4,140,4280,1785,1658,1670,1295,5,2530,1527,1533
11364,603972,9,872,3,2,4,4,0,CVT,2.8,L,50-75W,42.9,1,1,1,3,2,2,162,6,280,5015,1874,1455,2320,1820,5,3012,1627,1618
11365,356986,140,637,3,2,2,2,6,AT,2,T,20-25W,24.2,1,1,1,1,2,1,152,4,340,4860,1854,1480,2034,1659,5,2850,1578,1574
11366,603972,273,872,3,2,4,4,0,CVT,2,T,50-75W,-,1,1,1,3,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
11367,745137,8,637,2,2,1,2,5,MT,2,L,10-15W,-,1,1,1,1,2,1,125,4,202,4368,1823,1483,1742,1367,5,2648,1553,1544
11368,219195,15,638,2,1,3,1,6,MT,1.5,T,10-15W,10,1,1,1,1,2,1,110,4,210,4335,1814,1695,1910,1495,5,2560,1525,1520
11369,384924,42,761,3,2,2,2,6,AT,2.4,L,20-25W,-,1,1,1,1,2,1,134,4,240,5005,1858,1500,2125,1705,5,2837,1580,1576
11370,580634,9,692,2,2,1,5,0,CVT,1.6,T,10-15W,-,1,1,1,3,2,1,140,4,240,4295,1760,1523,1750,1326,5,2700,1530,1530
11371,136916,162,106,3,2,2,5,4,AT,2,L,15-20W,-,1,1,1,3,2,1,110,4,190,4825,1825,1480,2000,1470,5,2775,1575,1560
11372,206765,49,761,3,2,1,2,7,DCT,1.5,T,15-20W,19.7,1,1,1,1,2,1,119,4,250,4718,1802,1471,1770,1320,5,2700,1540,1558
11373,308913,107,750,2,2,1,4,6,AT,1.6,L,15-20W,15.2,1,1,1,1,2,1,81,4,155,4454,1765,1460,1785,1275,5,2610,1517,1493
11374,384924,353,761,3,2,2,2,6,AT,2.4,L,20-25W,24,1,1,1,1,2,1,134,4,240,5005,1858,1500,2125,1705,5,2837,1580,1576
11375,265980,6,783,2,3,3,1,5,MT,1.5,L,5-8W,-,2,1,1,1,1,1,78,4,135,4360,1685,1820,1925,1325,7月8日,2750,1425,1435
11376,713651,6,537,3,2,1,5,5,AT,1.8,L,10-15W,-,1,1,1,1,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
11377,580470,6,750,3,2,1,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,74,4,145,4540,1775,1467,1845,1305,5,2610,1517,1493
11378,883691,5,750,3,2,2,4,6,DCT,2,T,20-25W,-,1,1,1,3,2,1,147,4,280,4865,1820,1475,2000,1550,5,2812,1552,1551
11379,745137,148,637,3,2,1,2,5,MT,1.6,L,10-15W,-,1,1,1,1,2,1,92,4,159,4534,1823,1483,1661,1286,5,2648,1553,1544
11380,304458,17,106,3,2,1,5,0,CVT,1.6,L,10-15W,-,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1310,5,2700,1525,1520
11381,409854,43,638,2,1,1,1,5,MT,2,L,10-15W,-,1,1,1,3,2,1,98,4,186,4640,1825,1690,2030,1560,5,2680,1565,1565
11382,649213,107,75,3,2,2,2,6,AT,2,T,25-35W,28.9,2,1,1,1,2,2,164,4,353,4730,1824,1421,1996,1600,5,2860,1535,1578
11383,384924,235,761,3,2,2,2,6,AT,2.4,L,20-25W,-,1,1,1,3,2,1,137,4,240,5000,1858,1493,2125,1705,5,2837,1565,1574
11384,914348,19,750,3,2,3,4,5,MT,1.4,L,10-15W,-,1,1,1,3,2,1,63,4,130,4176,1650,1465,1495,1120,5,2465,1435,1425
11385,409854,9,638,2,1,1,1,4,AT,2.4,L,10-15W,-,1,1,1,1,2,1,120,4,210,4649,1852,1710,2074,1564,5,2680,1565,1565
11386,472603,8,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,150,4688,1815,1525,1816,1375,5,2710,1522,1503
11387,425432,9,750,3,2,1,4,7,DCT,1.4,T,10-15W,-,1,1,1,3,2,1,96,4,220,4605,1765,1460,1835,1325,5,2610,1517,1493
11388,651347,9,537,2,2,3,5,5,MT,1.5,L,8-10W,-,1,1,1,3,2,1,88,4,145,3900,1695,1525,1510,1095,5,2500,1490,1475
11389,714152,17,750,2,1,1,4,6,AT,2,T,25-35W,-,3,1,1,3,2,1,147,4,280,4525,1809,1665,2170,1720,5,2684,1569,1571
11390,713651,6,537,3,2,1,5,5,AT,2,L,10-15W,-,1,1,1,3,2,1,114,4,190,4535,1755,1450,1720,1320,5,2670,1495,1520
11391,597927,47,831,3,2,2,3,6,AT,2,L,15-20W,16.5,1,1,1,1,2,1,119,4,194,4845,1830,1460,1930,1480,5,2795,1601,1601
11392,468392,34,537,3,2,2,5,0,CVT,2,L,20-25W,27,1,1,1,1,2,1,114,4,190,4930,1845,1470,1920,1495,5,2775,1595,1585
11393,354068,46,692,3,2,1,5,4,AT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1220,5,2700,1480,1485
11394,354068,55,692,3,2,1,5,4,AT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1220,5,2700,1480,1485
11395,914348,102,750,2,2,3,4,5,MT,1.4,L,10-15W,10.6,1,1,1,1,2,1,66,4,132,3970,1682,1462,1540,1060,5,2470,1463,1456
11396,281301,7,750,3,2,2,4,7,DCT,1.4,T,25-35W,-,1,1,1,3,2,1,96,4,220,4870,1834,1472,2000,1460,5,2803,1577,1550
11397,819061,78,831,2,1,1,3,6,AT,2,L,15-20W,18.1,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1470,5,2640,1614,1615
11398,379876,119,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,150,4558,1805,1505,1774,1325,5,2612,1525,1522
11399,436105,65,836,3,2,2,3,6,AT,1.8,L,15-20W,12.3,1,1,1,1,2,1,105,4,176,4710,1820,1470,1840,1378,5,2770,1579,1589
11400,714860,5,831,3,2,2,3,6,AT,2,L,10-15W,-,1,1,1,1,2,1,114,4,192,4720,1815,1465,1900,1472,5,2770,1579,1589
11401,591790,164,106,3,2,1,5,0,CVT,1.6,L,10-15W,11.7,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1270,5,2700,1535,1535
11402,349023,19,450,2,2,1,2,6,AT,1.6,T,10-15W,-,1,1,1,3,2,1,131,4,235,4510,1797,1477,1893,1485,5,2685,1535,1557
11403,209945,8,814,3,2,4,4,8,AT,3,T,35-50W,-,2,1,1,3,2,2,250,6,400,5039,1860,1492,2355,1850,5,3108,1600,1627
11404,819061,16,831,2,1,1,3,6,AT,2,L,15-20W,-,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1470,5,2640,1614,1615
11405,819061,8,831,2,1,1,3,6,AT,2,L,15-20W,-,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1470,5,2640,1614,1615
11406,914348,102,750,2,2,3,4,6,AT,1.4,L,10-15W,10.6,1,1,1,1,2,1,66,4,132,3970,1682,1462,1590,1110,5,2470,1463,1456
11407,321683,417,750,3,2,1,4,7,DCT,1.4,T,15-20W,14.1,1,1,1,1,2,1,96,4,225,4655,1780,1453,1830,1380,5,2651,1535,1532
11408,580470,171,750,3,2,1,4,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,4523,1775,1467,1765,1265,5,2610,1517,1493
11409,560265,27,923,2,3,3,1,5,MT,1.5,L,5-8W,-,2,1,1,3,1,1,75,4,135,4440,1700,1783,1790,1270,6月8日,2790,1420,1440
11410,425432,164,750,3,2,1,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,4608,1743,1465,1660,1285,5,2610,1517,1493
11411,349023,427,450,3,2,1,2,5,MT,1.5,L,10-15W,-,1,1,1,1,2,1,80,4,141,4643,1797,1477,1738,1320,5,2685,1544,1565
11412,349023,2056,450,3,2,1,2,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,89,4,155,4598,1797,1477,1770,1360,5,2685,1544,1558
11413,745137,394,637,2,2,1,2,6,DCT,1.6,L,10-15W,-,1,1,1,1,2,1,92,4,159,4368,1823,1483,1712,1337,5,2648,1553,1544
11414,628041,26,750,2,2,1,4,7,DCT,1.4,T,15-20W,23.2,1,1,1,1,2,1,110,4,250,4255,1799,1452,1780,1305,5,2637,1549,1520
11415,923841,757,450,3,2,2,2,6,AT,2,L,15-20W,-,1,1,1,3,2,1,113,4,190,4869,1854,1472,1985,1565,5,2737,1585,1587
11416,961962,58,750,3,2,1,4,5,MT,1.6,L,8-10W,-,1,1,1,3,2,1,81,4,160,4487,1706,1470,1600,1120,5,2603,1460,1500
11417,291514,5,783,2,1,3,1,4,AT,1.6,L,8-10W,-,1,1,1,3,2,1,92,4,160,4160,1810,1635,1665,1290,5,2560,1560,1560
11418,453752,19,814,3,2,2,4,8,AT,2,T,35-50W,39,2,1,1,3,2,2,150,4,270,4645,1811,1454,1980,1530,5,2810,1531,1572
11419,671482,50,637,2,1,3,2,5,MT,1.5,L,10-15W,-,1,1,1,1,2,1,81,4,140,4280,1785,1658,1620,1245,5,2530,1527,1533
11420,559132,179,692,3,2,2,5,0,CVT,2,L,20-25W,-,1,1,1,3,2,1,104,4,190,4868,1830,1490,1870,1458,5,2775,1585,1585
11421,360648,94,106,2,2,3,5,4,AT,1.5,L,8-10W,7.3,1,1,1,3,2,1,79,4,140,4115,1700,1495,1500,1065,5,2550,1460,1460
11422,356986,112,637,3,2,2,2,6,AT,1.5,T,20-25W,19.2,1,1,1,1,2,1,135,4,240,4860,1854,1480,1915,1540,5,2850,1578,1574
11423,854079,324,537,3,2,1,5,5,AT,1.8,L,10-15W,11.5,1,1,1,3,2,1,102,4,172,4650,1750,1505,1650,1275,5,2650,1500,1485
11424,436105,6,836,3,2,2,3,6,AT,2,L,15-20W,-,1,1,1,3,2,1,114,4,192,4710,1820,1470,1900,1441,5,2770,1579,1589
11425,248352,353,831,3,2,3,3,4,AT,1.6,L,8-10W,-,1,1,1,3,2,1,90.4,4,155,4370,1700,1460,1500,1085,5,2570,1489,1493
11426,356986,147,637,3,2,2,2,6,AT,1.5,T,20-25W,24.2,1,1,1,1,2,1,135,4,240,4860,1854,1480,1915,1540,5,2850,1578,1574
11427,248352,328,831,3,2,3,3,4,AT,1.4,L,8-10W,-,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
11428,248352,118,831,3,2,3,3,4,AT,1.4,L,8-10W,-,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
11429,741152,104,761,2,1,1,2,7,DCT,1.5,T,20-25W,33.5,1,1,1,1,2,1,119,4,250,4667,1839,1660,2050,1575,5,2750,1584,1588
11430,198427,57,12,3,2,1,1,5,MT,1.5,L,5-8W,6.1,1,1,1,1,2,1,80,4,140,4547,1734,1470,1620,1210,5,2600,1490,1470
11431,124140,158,783,2,1,1,1,6,MT,2,L,10-15W,11.3,1,1,1,3,2,1,116,4,200,4650,1850,1695,2050,1640,5,2700,1565,1565
11432,178529,46,98,1,4,-,1,5,MT,1.2,L,5WL,-,2,1,1,3,2,1,61.5,4,116,4100,1510,1830,1780,985,7,2750,1290,1290
11433,692703,209,807,2,1,1,1,5,MT,1.3,T,10-15W,12.7,1,1,1,1,2,1,101,4,202,4510,1852,1677,1900,1450,5,2650,1575,1570
11434,175962,32,750,3,2,1,4,6,AT,1.6,L,10-15W,10.6,1,1,1,1,2,1,81,4,155,4473,1706,1469,1635,1155,5,2603,1460,1500
11435,527809,44,953,3,2,4,4,7,AT,2,T,35-50W,-,2,1,1,1,2,2,155,4,350,5024,1854,1477,2310,1769,5,3014,1578,1594
11436,281301,51,750,3,2,2,4,6,DCT,2,T,25-35W,-,1,1,1,1,2,1,147,4,280,4870,1834,1472,2090,1550,5,2803,1577,1550
11437,819061,8,831,2,1,1,3,6,AT,2.4,L,15-20W,-,3,1,1,3,2,1,128,4,226,4450,1855,1635,2050,1580,5,2640,1614,1615
11438,714152,11,750,2,1,1,4,6,MT,1.8,T,25-35W,-,1,1,1,3,2,1,118,4,250,4506,1809,1685,1970,1520,5,2684,1569,1571
11439,614059,19,953,3,2,2,4,7,AT,1.8,T,35-50W,-,2,1,1,3,2,2,115,4,250,4581,1770,1448,2010,1545,5,2760,1541,1544
11440,597927,456,831,3,2,2,3,6,AT,2,L,15-20W,-,1,1,1,3,2,1,119,4,194,4845,1830,1460,1930,1480,5,2795,1601,1601
11441,923841,9,450,3,2,2,2,6,AT,1.6,T,15-20W,-,1,1,1,3,2,1,135,4,235,4869,1854,1472,2000,1580,5,2737,1585,1587
11442,468392,118,537,3,2,2,5,0,CVT,2.4,L,20-25W,24.4,1,1,1,3,2,1,137,4,243,4930,1845,1470,1970,1545,5,2775,1585,1580
11443,178529,11,98,1,4,-,1,5,MT,1.2,L,5WL,-,2,1,1,3,2,1,63,4,108,3995,1510,1860,1780,1030,7,2750,1280,1290
11444,914348,28,750,2,2,3,4,5,MT,1.6,L,10-15W,14.2,1,1,1,1,2,1,81,4,155,3970,1682,1462,1555,1075,5,2470,1463,1456
11445,209945,152,814,3,2,4,4,8,AT,2.5,L,35-50W,-,2,1,1,3,2,2,167,6,250,5039,1860,1492,2245,1765,5,3108,1600,1627
11446,597927,586,831,3,2,2,3,6,AT,2,L,15-20W,-,1,1,1,3,2,1,119,4,194,4845,1830,1460,1930,1480,5,2795,1601,1601
11447,209945,15,814,3,2,4,4,8,AT,2.5,L,35-50W,-,2,1,1,3,2,2,144,6,230,5039,1860,1492,2230,1750,5,3108,1600,1627
11448,914348,102,750,2,2,3,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,3970,1682,1462,1610,1130,5,2470,1463,1456
11449,321683,391,750,3,2,1,4,7,DCT,1.4,T,15-20W,-,1,1,1,3,2,1,96,4,220,4644,1778,1482,1860,1380,5,2651,1535,1532
11450,321683,136,750,3,2,1,4,7,DCT,1.4,T,15-20W,14.3,1,1,1,3,2,1,96,4,220,4644,1778,1482,1860,1380,5,2651,1535,1532
11451,409854,52,638,2,1,1,1,6,MT,1.5,T,10-15W,12,1,1,1,1,2,1,110,4,210,4640,1825,1745,2051,1541,5,2680,1565,1565
11452,360648,19,106,2,2,3,5,4,AT,1.3,L,8-10W,-,1,1,1,1,2,1,73,4,123,4115,1700,1495,1500,1055,5,2550,1460,1460
11453,963845,97,836,2,1,3,3,6,AT,1.6,L,10-15W,12.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1622,1752,1341,5,2590,1557,1570
11454,963845,131,836,2,1,3,3,6,AT,1.6,L,10-15W,17.6,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1622,1752,1341,5,2590,1557,1570
11455,136916,34,106,3,2,2,5,4,AT,2,L,15-20W,-,1,1,1,3,2,1,108,4,190,4825,1820,1485,2000,1490,5,2775,1575,1560
